Keyword,Song title,Artist,Release date,Page views,Lyrics
Ginobili,Breakfast & Chill,Supa Bwe,2016-03-25,14345,"it a buck with you
I fuck with you
Manu Ginobli shit how I handle the pearls and they roll"
Ginobili,In the Stu,Chief Keef,2015-12-10,12718,"who the fuck Sosa think he is, he think he Ginobli
I got five kids and five rings like Kobe"
Ginobili,Juveniles,Audio Push,2014-01-06,12207,"read through you niggas, Adobe
I'm getting big faces, Ginobli
You getting lil' faces, Emojis
23 already feeling like"
Ginobili,Run It Up,Kur,2015-11-15,11455,"thats more like my brodie
Ball like Tony Parker and Ginobli
Most of these niggas out here they be phony"
Ginobili,Shanghai,A$AP ANT,2018-08-17,11393,"Niggas be turkey, these niggas be sandwich
I feel like Ginobli
I did a crossover then I left hand it"
Ginobili,Mask On,Sauce Walka,2018-06-11,16665,"forever, I’m Kobe
Yeah I ball forever, I’m Ginobli
I'ma be rich, rap or not, off the"
Ginobili,CANNON,Asher Roth,2008-06-15,8840,"all must be reprimanded
Spank that fanny, Manny
So uncanny, Ginobli flow left-handed
Yes, I am a fan of"
Ginobili,Dizaster vs. Gjonaj,King of the Dot,2015-10-24,9125,"card tucked under his EBT card
Fuck you, Vlade Divac, Ginobli!
And whatever this faggot looks like, it's all"
Ginobili,HALAL MEAT (Rabba),Rolexx Homi,2017-04-14,8213,"cameo (Yuh dig)
Put that dot on your head like Ginobli, nigga
Back in the day, gave us a drop"
Ginobili,Whew’ Chile,Lil Yachty,2020-05-29,8345,"like anchovies (Ice)
My big brother by my side like Ginobli (Uh-uh, boom)
He a shooter, his percentage just"
Ginobili,Return wit My Strap,Sada Baby,2017-01-04,6423,"It's on like Kobe
Still get it done like Ginobli
You mad at me
Cause when I be here"
Ginobili,You Don’t Know Me,AJ Tracey,2017-10-06,6020,"Clarks with them blazers
Man shooting swish like them Pacers
Ginobli switch the hand pot, whip
I spin and turn"
Ginobili,The Sprint,Lloyd Banks,2012-01-01,7404,"doing better lonely
Big wheel, all pokey, no top like Ginóbli
Blurring out the pitchers stones block out the rolley"
Ginobili,Lost Brother (Panda Remix),Dax,2017-04-02,7225,"bored
Kobe how you know me, special lefty, I'm ginobli
Shit get Messi, need a goalie
Let me shoot"
Ginobili,WTF Wrong,Migo Domingo,2015-03-03,5289,"no Kobe
Got some pounds overseas, you pass em like Ginobli
Hit her first night, now she acting like she"
Ginobili,Choosin*,Jay Dollas,,NA,"no devil in my shit
I'm the coldest no ginobli
And she choosing , like she chosen
And she rolling"
Ginobili,The Leak,Lil Twist,2009-08-21,NA,"Lil Twist I'm Kobe, but I'm shooting like Ginobli
No one after, nor before me I go to"
Ginobili,Do Somethin,King Los,2014-03-24,5164,"I was cool with the suppliers
Got a homie named ginobli he my shooter and my driver
I'm a"
Ginobili,Pull The Trigger Freestyle,Eladio Carrión,2017-06-04,NA,"call that shit that Kobe
Sippin on that codein
That Ginobli
Give me nosebleeds
If my dick was a show"
Ginobili,Early Morning Gettin’ It,Chief Keef,2015-11-14,NA,"it’s Kobe
I swear this de-e shoot like Ginobilli
I got the 30, Stephen Curry
I'm here"
Ginobili,Rollin,LB Spiffy,2017-02-15,NA,"20 bandz, that 20 bandz, that 20 bandz call me Ginobli
She calling my phone, she don't know me"
Ginobili,Don’t Look Back,SwaVay,2016-10-14,NA,"they treat me like I'm just another player like Ginobli
20 on my back as it approach me
Still"
Ginobili,Do Bout It,Rooga,2021-04-09,NA,"I got it on me
I'm something like Manu Ginobli
When I got it on me, we slid and"
Ginobili,Gang Shit Only,Chevy Woods,2016-11-11,NA,"like I'm Kobe
Panoramic roof on the Spur like Ginobli
Out the bag like Wizzle, talking all this gun"
Ginobili,Back by 4,Foggieraw,2016-08-22,NA,"Look, woah
Left hand like Ginobli
Baby boy like Jodi
Baby boy, you shoulda told me
Reportin' live, love below"
Ginobili,That Way (Remix),Soulja Boy & Bow Wow,2016-10-25,NA,"out the Rolly (Bling)
Pull up in the spur no Ginobli (Skrrt)
Everywhere I go boy they know me (Yeah"
Ginobili,Helicopters,Lil Flash,2015-08-06,NA,"Kobe
This rollie can not tick tock, block you like Ginobli and
Block you like Ibaka no you can not"
Ginobili,Building Baby From the Genes Up,Ronald M. Green,,NA,"of reproductive genetics are worrisome. The risks of producing a ""genobility,"" genetic overlords ruling a vast genetic underclass, are real"
Ginobili,Lil Snupe ( Off The Top ) On Dj Cosmic Kev Come up show,Lil’ Snupe,2012-12-22,NA,"work
Ye you already know me I be balling like Ginobli
Better yet Kobe, smoking dodi
Man i'm balling"
Ginobili,Big T vs. O Red,URLtv,2013-09-08,NA,"Approach me, extendo in the 9, my Tony give him Ginobli
That hammer spring while the handle tied with the"
Ginobili,211,Joey Fatts,2013-05-29,NA,"told me
On the block in all black shootin like Ginobli
And he'd do it all for a dolla"
Ginobili,Blitz,Marco XO,2016-05-25,NA,"m not cuffing, not no police
Cuz I balling like Ginobli back in '03
I shoot it like
1 shot"
Ginobili,High Definition,A$AP ANT,2017-03-08,NA,"vert like I'm Kobe
I shoot with my left Ginobli
Diamonds HD like they Sony
Niggas be jealous and"
Ginobili,All Blues,Quin NFN,2020-03-20,NA,"for a Rollie, ayy
In this corner, shoot shots like Ginobli, ayy
Freshest nigga livin', bitch, I'm flyin'
I"
Ginobili,And1 Streetball Vol. 2,Blues (US),2016-03-25,NA,"swish (swish)
I roll my wrist then I swish (swish)
Ginobli I shoot I don't miss
Ginobli Im passing"
Ginobili,Bird Gang,Doe Boy,,NA,"shooter, you just gangster with emojis
I be shootin' like Ginobli, you be shootin' like you Smokey
Rubber band money"
Ginobili,UTDinfiniti,WDNG Crshrs,2015-02-14,NA,"s the old me
I’m trying to ball like Ginobli
It ain’t Christmas but we lighting trees
I"
Ginobili,Way Back ft Futuristic,Randolph,,NA,"for the seats never nosebleeds
Eurostep for the check like Ginobli
Imma let my daughter ball like I’m Kobe"
Ginobili,Check Me Out,Ace Hood,,NA,"Oh, holly molly, rollin on me fuck your click, the homies
I get money, paper taller than that fool Ginobli"
Ginobili,Jody,Spodee,2016-10-23,NA,"car ain't got no top, kinda look like it Ginobli
My belt it just be Goyard, driving around in"
Ginobili,Newton’s Law,DeJuan Whaley,2014-10-11,NA,"out
In the spur of the moment I act like Ginobli
Dunking I'm J Dilla donut hoping you smelling"
Ginobili,Know How,Austin B,2016-03-12,NA,"at you the same
Hey, I flick my wrist like Ginobli
Mom, look what your son done became
Hoe, you"
Ginobili,HAHAHA,Kill N. Fuck,,NA,"Kobe on the home team, you're a homie of Ginobli with a bum knee
Im hulking all you Loki"
Ginobili,Game Time,Jiles,2016-01-01,NA,"brown Im a hero now
6th man off the bench, Ginobli with that left
Whistle blowing ass niggas, I ain"
Ginobili,Top Me,LightSkinKeisha,2020-09-02,NA,"cut 'em off now I'm ballin' on 'em like Ginobli (Ballin')
I used to be humble, I never said"
Ginobili,Long Story Short,Heem,2021-05-21,NA,"his rookie year
I'm Jordan without the rings
Young Ginobli with the curly hair
Iron Mike in the first"
Ginobili,I Can’t Be Mad,YSN Flow,2020-11-20,NA,"me
See the way that I'm ballin', might pass Ginobli
If I step out, you know, it's designer"
Ginobili,OVERTIME,John Givez,,NA,"Runnin' for a long long time, I think I'm Ginobli
I can't you get out of my mind"
Ginobili,NBA,Yung Bizzle (R&B),2016-01-01,NA,"shoot out boy you know it
Passin that bitch like ginobli
I flip them bags with my woadies
I put"
Ginobili,PACMAN,FATHERLUCAS,2018-07-13,NA,"just feelin' breeze (breeze), one two three
Ball out like Ginobli, all these niggas ball like Kobe, whoa whoa
(Kobe"
Ginobili,The Play,DizzyEight,2019-09-30,NA,"know me (what)
My jumper Kobe I’m the mixed Ginobli (Yeah)
My squad move like slick shin-obis (Yeah"
Ginobili,Fee Fi Fo Fum,Wiki,2019-10-18,NA,"it's lil old me
Never was Kobe, more like Ginobli
Less like Anakin, man I'm more like Obi"
Ginobili,I’m the Man,Fabolous,2007-06-12,NA,"know how the man do, Coupe is all mad new
Ginoblis, but the truck is on Kobes
Through the bulletproof"
Ginobili,NBA Free Agency 2015,Sports Genius Brasil,2015-07-01,NA,"95mi (19mi)
LaMarcus Aldridge assina por 4yrs/84mi (21mi)
Manu Ginóbilli renova por 2yrs/5.7mi (2.85mi)
Tim Duncan"
Ginobili,Chum (Remix),M.Wade,2013-07-13,NA,"die slowly
Black mixed into gray
Ain't talking bout Ginobli
But I'm just kidding around, Uncle Vester
We"
Ginobili,Buckaroo,Rip Eternal,,NA,"talkin games when i say i got monopoly
Ballin’ like ginobli
I drink fifths so i’m lonely
She give"
Ginobili,Over Everything,$.F. (S.F.),2015-07-06,NA,"I don't wanna be around people who nosey
Fuck Ginobli
You could keep the flying spurs, I'ma take"
Ginobili,City Love,C.i.D (Rap),,NA,"Blow trees see we smokin' OG
On 20's like ginobli
Fadin' till my last leg boy call it Kobe"
Ginobili,Everyday,Project Pat,2016-05-09,NA,"Chicken head, chicken head, hot wings and baloney
Shooting like Ginobli, robbing all your homies
Niggas in the hood be"
Ginobili,I Feel Like Travis Scott,Feedvro,2016-06-10,NA,"show me yo pussy shaped like macaroni
Balling hard manu ginobilli lil nigga yous a tony
Left Wing got Ronaldo"
Ginobili,Hang With the Opps,Drakeo the Ruler,2021-06-02,NA,"lil' forties
I sent LJ and MJ outside, to guard Ginobli
It's front row tickets right now 'fore we"
Ginobili,Rocking Like A Boss,Dj Hoodrich,2019-07-29,NA,"she call me Big Daddy (Hey Daddy!!)
She balling like ginobli now that's us you know we Rocking (Rocking"
Ginobili,Obey your king,Chill Niggas,2014-02-01,NA,"me nigga sure raise ya revenue
Niggas think im manu ginobli how i be steppin through
Muder the beat nigga"
Ginobili,Keep It Up,Yamine,,NA,"Cuz I'm in the club (yeah bro)
Ballin like Ginobli
Ballin like Ginobli
Cuz I don't give a"
Ginobili,CHAMP*,TRAVV TIGO,2017-03-27,NA,"bag
Balling on these niggas like Kobe
Left hand what Ginobli
Yo bitch what she on me
Yo bitch what"
Ginobili,Horus,KC 2.0 & Tyler Major,,NA,"bless ed in my presence
Red rolley, garner clothing, gold ginobli of the guestlist
You fuckin boppin ass
Hand all"
Ginobili,“DRIP”,Big Taste x Trav,2018-10-09,NA,"Big Taste on the beat
Ay
Dropped 81 like I'm Kobe (swish)
Then switch it left like Ginobli
Fam"
Ginobili,Uncle Sam,Kyyngg,2017-12-13,NA,"you don't know me
Bitch, I'm balling like Ginobli
I beat that pussy 'til she OD
These niggas"
Ginobili,I’m Sick,Sage The Gemini,2016-05-11,NA,"bitch say ooh wee
All my niggas shooting better than Ginobli
We all new, got your girl getting through
Tattoo"
Ginobili,She like my swagg,Tee Jay Raps,,NA,"open
She wetter than an ocean
Plus im balling like Ginoboli
And I'm married to the money like a"
Ginobili,ELEMENT FREESTYLE (REMIX),Anarky,,NA,"Y'all falling off a spot like the head of ginobli
That’s bald, I'm balling, I balled for"
Ginobili,"So What (”Young, Wild, and Free” Freestyle)",Styles P,,NA,"me, do it from the beginnin'
Still Kobe; whips European, Ginobli
We smoke weed like it's a bogey; I"
Ginobili,TONY,Sam Kofi,2016-08-12,NA,"Tony
Been around in the game like my name was Ginobli
Stack is getting big, way too tall just to"
Ginobili,Paranoid,Michael Christmas,2016-05-04,NA,"the hamper, lay-up, Kobe
Most calm niggas never ball, Ginobli, 30 points make it look lazy, Duncan
If you"
Ginobili,Knockers,OMB Jay Dee,2021-01-29,NA,"you owe me
When I'm shootin' I'm switchin', Ginobli
For the top Imma cop me a Roley
For"
Ginobili,IM A THIEF Freestyle,MBB Dopeman,2019-04-05,NA,"on me like kobe
And im shooting that shit like ginobli
Im walking in this bitch like the man nigga"
Ginobili,The Clan Anthem,Clan ALHS,,NA,"Joe, but I sound like a pro
I'm like Ginoboli, I'm versatile
Listen to my verse, it will"
Ginobili,Way Back ft Futuristic,Randolph,,NA,"for the seats never nosebleeds
Eurostep for the check like Ginobli
Imma let my daughter ball like I’m Kobe"
Ginobili,Contagious,Free P,2017-10-01,NA,"it like a swish
Rather Kobe with the switch or Ginobli with the left
I'm just loyal to the"
Ginobili,NBA FREESTYLE,Duki,2021-04-07,NA,"que conmigo no tienen chance, so
Un shout para Manu Ginobilli
No viviré en su época pero sé que jugaba"
Ginobili,Holy,Will Metty,2016-09-10,NA,"holy legend like Kobe
Riding in foreigns they call me ginobli
I say Fuck the police
(Hook 2 A-Roc"
Ginobili,NIgga’s Embarassed,Chief Chill,,NA,"my room
Takin' more shots than Kobe
I pass like Ginobli
She roll up to smoke
Pass her the OG"
Ginobili,Sippin dirty,VeryRareJay,2020-04-26,NA,"keys
Pull up on the court
That’s a green ginobli
She see all this water
Then she turned into"
Ginobili,Im Sorry,Jizzyyah,2017-12-22,NA,"going
(Gas Gas Gas Gas Gas )
Balling like I am ginobli
Better pay me what you owe me
I do"
Ginobili,Doubles In Curepe,Isaac Rudder,2017-11-15,NA,"just Dwight, I'm Kobe
You = D league, I'm ginobli
I look at guys like Kofi Annan
Like, ""That"
Ginobili,Pull up with a stick [spoof] (No Homo),Milz Guapo x Dakky,,NA,"up with my homies
Shooting like we kobe
Scoring like ginobli
And ya hoe lying to you like pinocio
Now"
Ginobili,Ronald Reagan,Curlyhead Guapo,2021-10-29,NA,"know me
I’m on the court I be ballin ginobli
I got a sweet life ain’t talk bout"
Ginobili,Turn Up For A Check (Remix),K CAMP,,NA,"nobody owe me
Grindin for the check I hustle like Ginobli
So if you talking money you gon' have to"
Ginobili,Only Getting Better,"Triple M, Realistic, J. May, Jay Daddy",2018-03-19,NA,"Only Getting Better (OGB)
(Intro: Jay Daddy)
Aye, Ballin like I’m Kobe
6th man like Ginobli
They ain’t"
Ginobili,Reasons to Grind,Nathan Baya,2017-08-09,NA,"Kobe
Catch you talking shit move you to left like Ginobli
You claiming we homies but move like a phoney"
Ginobili,DEUX,Omari M’$,2020-01-31,NA,"out in Spain then I'm moving like I'm Ginobli
I just copped an AP, I'm thinking bout"
Ginobili,Prosper,Fusia Phantom,,NA,"goin 'gainst the spurs
You know straight up shitttin on Ginobli!
Since he was shitting on Ginobli
The game is"
Ginobili,BLVCK Diamond (The Stang),Jovem Henry,2015-03-27,NA,m making them classics like T. Clair and Coakley Kobe Ginobli blow champion stogies these hoes play games why yo
Ginobili,Cuffin Season,F1nilo,2019-07-12,NA,"like the rollie
Then I just Euro step her like Ginobli
Lean on me can’t put the cup down"
Ginobili,Sumn Like a Bake Sale (SoundCloud Exclusive) [Bonus Track],Matthew David (Hip-Hop/Rap),2016-09-25,NA,"got me feeling like Kobe
Pull up and shoot like Ginobli
Whippin' my wrists in slow motion (whip it)
Look"
Ginobili,End with Fire,Cris the Prophet,2017-11-30,NA,"verses aim right
But watch me go left handed like Ginobli
Hit you like Shinobi, flow always sharp
I ain"
Ginobili,No Jail,LP Rambo,,NA,"with the 40, 40 on my hip I shoot it Ginobli
You know I'm 2 4 like Kobe, Give"
Ginobili,Kobe (24),DonGotRacks,2018-04-13,NA,"Racks
Yuh
24 like i’m kobe
Been ballin like ginobilli
Y'all niggas can't hold me
Y'all"
Ginobili,Lean wit it FreeVerse,Trae True,,NA,"want me Tim Duncan in yo bitch
You gone play Ginobli part, leave you sitting on that bench
Bench press"
Ginobili,Money Counter,YXNG,2019-05-17,NA,know me I switch that bitch to the left like ginobli I'm counting money brown bills that's all
Ginobili,Delight,CashBently,2019-07-21,NA,"t stand me
Whole lotta bands on me
Ballin' like Ginobli
I live so lavish
My niggas be savage
And"
Ginobili,GAS!,Drethamartian,2018-03-12,NA,"(Verse 1)
Now I be balling like i’m Kobe, you balding like Ginobli
Keep the .30 on me"
Ginobili,Triple Double,8aint jame8,2017-11-08,NA,"leave, Derek Jeter, Kobe
Eurostep around the hataz, Harden, Rondo, Ginobli
Look, success, keep praying, go getta yall waiting
Not"
Ginobili,Mop Wit That 50,Luh Stain,2020-01-01,NA,"it whatever you owe me
I been balling like Manu Ginobli
In the Ville posted with the brodies
But I"
Ginobili,Wraith,Tony Pain,2018-04-01,NA,"me
And she still wanted to blow me
Ball like ginobli but got rings like I’m mj
Started 400"
Ginobili,Linda,YFK Henry,2020-02-22,NA,"but I’ma do me
Live life nigga be free
Ginobli
Shooting the ball like I’m Kobe (splash)
Running"
Ginobili,Don’t Ever,Charles Nkanga (DNL),2018-06-23,NA,"round my back but I’m never losing hair like Ginobli
We never losing sleep or hair just like Ginobli"
Ginobili,The Sopranos,BigMorgs,2018-01-25,NA,"I’m Kobe
Yeah Tony – I smash the rim like Ginobli
Yeah Tony – was Xbox but now it is Sony"
Ginobili,Send Em,Lil Flash,,NA,"shouldn't have said nun
I got my blow
Like Ginobli
Go 40 kobe
Swap a 4 seater for a"
Ginobili,Wishful Bliss,Chetta,2016-05-16,NA,"Bitch, you still talking, what you say?
Shoot off like Ginobill, fade away, fade away, fade away
Say, who trynna"
Ginobili,Phantom,Honcho Deleonches,,NA,"Kobe
In the Spur of the moment nigga turn into Ginobli
Trig turn into shooter on any intruder
Stone cold"
Ginobili,Sum dumb freestyle,Yk.quill on ig,2019-10-15,NA,"already shootin like Kobe
And you know Im going like Ginobli
And you know im from chiraq, so suburban out"
Ginobili,GcBando Freestyle Deluxe Edition,GcBando,2019-05-31,NA,"shotta. Ou step back like Im kobe, shootin shots like ginobli. Super hot like a spicy burrito. You gon, snap"
Ginobili,Geekin Niggas,JTĆ Mariø,2018-02-05,NA,"Kobe
Or I might shoot a three like i'm Ginobli
If you got money, then nigga you owe me"
Ginobili,Foreign smoke,TNT Osy,2013-05-06,NA,"kobe
Yall nigggas dont know me
And im shootin like ginobli
Rappin niggas can't stop this
Short nigga nate"
Ginobili,Hol’ Thang,Metta Case,,NA,"Not like Montana You know me
I finger Roll Like Ginobli
I give and go like I'm Tony
Parker"
Ginobili,Hey Peter (FreeStyle),NoTraceWho,2016-05-15,NA,"Bitch you know me
Bitch you know me
Balling like Ginobli
Got the shot just like im Curry
Half court"
Ginobili,Peter Pan,MIKEROSKOPICK,,NA,feel like kobe huhh boy your hairline pushed back like ginobli huhh say you can beat my ass boy just
Ginobili,Crash,Illogic,,NA,"cause your beats just don’t knock
Your flow be Ginobli, yeah we know he gon’ flop
Too much waste"
Ginobili,Pressure,Johnny Drama,2016-07-22,NA,"ya'll don't know me
Left hand , I'm Gnobili
Right wrist got that Roli
These boys they can"
Ginobili,The Bandwagon,Emperor Aguila,,NA,"by the San Antonio
So now you love Tim, Tony, Ginobli
Sayin' you ain’t a phony
Online with “Spurs"
Ginobili,No Ordinary Life,Lil’ Glizzy Z,2021-05-28,NA,"know me
Going though these bands in Europe, call me Ginobli
Cops tryna track my moves they ain’t got"
Ginobili,U Know Me,LP Rambo,2017-06-07,NA,"a phony nigga
Bitch I ball hard like Kobe, or Ginobli, can't clone me nigga
Cops grab me I"
Ginobili,They Know Me,P. Blackk,,NA,"hold him
And I'm balling out of control like Ginobli
Damn, you housekeepers got it maid
But me I"
Ginobili,Wizard Kelly,Ohbee Swice,2018-06-01,NA,"Kobe)
When I jump in DMs (yeah)
I shoot like Ginobli (swish)
Might get me a slab
Sit it on"
Ginobili,93' Pretendo - Suave & Fibonacci,RAZ Worldwide,2016-10-07,NA,"Muscle
I Hang W the OG's I ball like Ginobli Pay Up whatchu Owe
Pay Up whatchu owe Stupid"
Ginobili,Made In California,Rum Burgundy,2018-08-19,NA,"homies
Rather mob by my lonely while i ball like ginobli
On P-C-H top down blowin dodi
And"
Ginobili,Herschel,No-Uh,2021-05-27,NA,"that’s some Kobe to Shaq shit
Or maybe that ginobli to Tim Duncan
I’m whippin down the block"
Ginobili,Small Talk,Mook TBG,2020-07-03,NA,"You don't even know me, really ball hard
Mook Ginobli, know I'm going far these nigga tryna hold"
Ginobili,My Side,Shaba,2019-08-06,NA,"m changing like you told me
Shoot step backs like Ginobli (yeah)
My mind keeps on spinning now
I’m"
Ginobili,Gig Is Up,King B. (Hunt),2017-09-06,NA,"24 shots like I'm Kobe (yeah)
Another 20 like Ginobli (yeah)
You a pussy plus you phony (yeah)
Why"
Ginobili,Suave ( Ginobili ),YVSHUA,2013-09-15,NA,"Papi, Lil Mami
Lil Homie you know i ball like ginobli
Aye shorty, come and ball with the homie
Hoes"
Ginobili,Higher,Kevin1100,2018-09-27,NA,"than razor blades so watch your head or you’ll Ginobli, see/
I’m just a youngin’ that’s scheming"
Ginobili,Paparazzi,Kyno,2017-06-08,NA,"bryant Kobe
I'll finish what's left I'm ginobli
Even with cuffs you can't hold me struggled"
Ginobili,Imaginary Warrant,Unknown12345678,2017-09-04,NA,"wanna lowkey throw me
In a deep hole, that's Ginobli
And these niggas summing up my life
Like they"
Ginobili,DEADLY!,Yungxcalamity,2020-12-25,NA,"With the drip I know
Left hand blow by like Ginobli bro
And I help niggas out like Dark Promo"
Ginobili,TrapBoyMar,No Smoke,2019-03-18,NA,"i feel like im kobe
Step back now call me ginobli
100 bands migth go cope me a rollie
100"
Ginobili,Danny Glover Freestyle,Klocked In,2014-04-27,NA,"that zach and that cody
My niggas we shoot like ginobli, I'm killin these beats, y'all fuck niggas"
Ginobili,Ginobli,JLatrel  Yahmir,2018-05-19,NA,Ginobli  43214bd164aab5586834a379583907629852433c
Ginobili,ROLL’n,Dj the King,2014-09-24,NA,"Rich Nigga, Im Roll'n
My shooters shoot just like Ginobli
GGM official Certified
You will never catch p.o"
Ginobili,Don’t Do,Tarcea Renee,2015-03-03,NA,"play D on me, but I pass it up like Ginobli
HA, HA
Cause I’m trying to live for"
Ginobili,Actress,444 NIC,2019-02-22,NA,"no kobe
Smart with the plays so I feel like Ginobli
I'm rocking spurs
These get on my nerves"
Ginobili,Kaeptain Murica ’16,IsaiahThe3rd,2018-09-24,NA,"real phony
Don't do dog and pony
Euro young Ginobli
Hit list filled with foreigns
Californicated
Rolling up in"
Ginobili,So Gone Challenge,Clout King Cory,2016-08-20,NA,"Lionel Messi
Yeah, not from Argentina but I ball like Ginobli
Make money like Monopoly, ain’t nobody stoppin’ me"
Ginobili,STATE FARM,TNT Tez,,NA,"flash, Adobe
I'm on the block, not the corner Ginoboli
On the way to LA, and ain't leavin"
Ginobili,Trapping 21,KemadaGod,2017-10-04,NA,"m rapping 21. Hard 21 if you know me like  Ginobill then you know 21
Making PaCos 21 gotta gang"
Ginobili,The Official,Emcee J,,NA,"now than before, and he scores like kobe slash manu ginobli, hopefully I'll live to see twenty three, I"
Ginobili,My Time,Yxng Bizzy,2020-09-02,NA,"like Kobe
I got the moves yea I feel like Ginobli
When you see me yea don't act like"
Ginobili,Untitled,GABRL,2015-07-29,NA,"now that's kinda far fetched
I'm feeling like Ginobli Cause i still ain't really Balled yet
I"
Ginobili,Pull Up,Meducation,2020-06-12,NA,"like Kobe just stepped in the game
For rings like Ginobli
A younging straight outta the jungle like Mogli
Gon"
Ginobili,GO HARD,EA$Y $$,2018-12-25,NA,"me but kick rocks kuz ion love em
FN hold Ginobli wit big chop-pas in the oven
HOOK
If"
Ginobili,Who Shot Ya,GreedyGanG,2014-02-04,NA,"Niggas hatin cuz I'm 20 and ballin jus like ginobli
Tryna take me out kobe and derrick don't"
Ginobili,That D***,Young Soulah,,NA,"I´m ballin hard on these hoes, like kobe or ginobli
Since I´m the shit, now she act like"
Ginobili,Runnin Man,S-Class,,NA,"stop us, niggas kno me, coupe on chromies, ball like ginoboli, flow so crazy holy moly, chiefing on hazey and"
Ginobili,She like my swagg,F.A.M. Wolfie,,NA,"open
She wetter than an ocean
Plus im balling like Ginoboli
And I'm married to the money like a"
Ginobili,Restless,Zariusxx,2021-07-20,NA,"fucking set
Balling like I’m Kobe
Switch it like ginobli
And
I’m with my squad
In a drop"
Ginobili,Right Off Da Dribble,D-Twist,2019-07-16,NA,"I'm a Super Saiyan
Hit that euro step like Ginobli haters gonna watch me from the nosebleed coach took"
Ginobili,Choosin’,J4y King,2017-12-26,NA,"when I'm on bat
Roll a dub sack that ginobli /
Bank shot think I'm Kobe/
Mask on Mick"
Ginobili,Let That Nigga Have It,3500YvngDrazi,2018-07-09,NA,"new gun called it Curry (Yeah)
Shooting good aim like Ginobli (Ha)
Nigga want want, he ain't know I"
Ginobili,Muddy,Smokepurpp,2015-12-24,NA,"dammit, these niggas so phony
Bitch, I'ma ball like Ginobli, I swear I be smokin' on OG
When I"
Ginobili,Wraith,Aftrprty,2018-11-23,NA,"she know me
I got my left hand out like Ginobli
Sittin court side fuck the nose bleeds
Roll up"
Ginobili,Might Not,Andy O.,2016-06-23,NA,"Need more, got enough
Need more got enough
A O, Tim Dunc of the flow
You Ginoblis can't hold"
Ginobili,Pilot,The Collexion,2016-09-16,NA,"your coco on that OT
Why I never left like Ginobli
You the one who knows me
Better than I"
Ginobili,60 Miles West of OC,Tim Saunders,,NA,"hour from OC
Young boy on point like Dejounte
Manu Ginobilli my OG
Only niggas under rocks don't know"
Ginobili,H.O.L. (High Off Life),PZMST,2020-05-29,NA,"Ooo, I’m the musically inclined
Rap artist divine, like Ginobli in his prime
I deliver when it’s time"
Ginobili,Congratulations: Haters,K Zeus,,NA,"young bull and old g
Counting Euros I call that  Ginoboli
Going James Harden my snake in the garden ungh"
Ginobili,Actors,Burnout MacGyver,,NA,"motherfuckin zip
In my left hand, i come thru like ginobli, pacman
Who da bitch in the crowd on the"
Ginobili,KOBE,Tyler,2018-06-08,NA,"Bitch all on me cause I ball like I'm Kobe
Glock in my hand I'm shooting like Ginobli"
Ginobili,Ben & Jerry,Grey Sweatpants,,NA,"plotting on me since I pulled up in that Manu Ginobli
Aye yo my steak yelling ""Kobe"", I'm tired"
Ginobili,"07.30.2018, woah",R GOOD,2018-08-27,NA,"Aladdin
In the desert like osama
With left like Obama
Ginobli with the blocka
Waka waka wit the flockka
Bitches"
Ginobili,Pull Up & Flex,Mir Trillz,,NA,"out in turkey aye
My fendi from the same place ginobli aye
Switching these lanes on 130 aye
Remember them"
Ginobili,3rd mistake,Big Ghost Ltd x Benny the Butcher x 38 Spesh,2021-09-03,NA,"his rookie year
I'm Jordan without the rings
Young Ginobli with the curly hair
Iron Mike in the first"
Ginobili,Semi-Automatic Freestyle,Lil Capalot,2021-06-11,NA,"but it ain’t Kobe
[ANT] Scoring on niggas like Ginobli
[Lil Capalot] Gotta watch my moves cause these niggas"
Ginobili,Blowing O’s,Reggie Prime,,NA,"She couldn't to show me, roll left hand like Ginobli
Got a fat sack in my backpack
Like I"
Ginobili,Ghosts,Zachary Cortez,2019-07-07,NA,"me
Dropped 2 4’s no Kobe
20 shots no Ginoblli
Remember ain't nobody know me
Bitches, they hold"
Ginobili,For The Culture,C’ZR,2017-10-25,NA,"ya claimin you know me
Foreign shooter, call him Manu Ginobli
Pull up and ___ reminiscent of Kobe
Killin the game"
Ginobili,I Might,H-Grillz,,NA,"so common
Yall always talking bout how you ballin
Like Ginobli, shots like im Kobe
Heard it all before nigga"
Ginobili,Summertime Memories,GON-ZO_TheArtist,2019-08-16,NA,"in my Honda Accord
Ballin like Kobe, three’s like Ginobli
Step back like Harden, two-three Mike Jordan
Crossover"
Ginobili,100MIL Dead Homies,K Dirrty 8:30,2020-01-31,NA,"from my old team
Kirko B , I'm balling like Ginobli
Dirrty they gon' try to control me
Hundred million"
Ginobili,The Breakfast Club,Osei & Armani,2020-01-10,NA,"dozier
Nigga y’all smush
Nigga I’m Kobe
Nigga y’all soft
Doing aerobics
I finesseee
Call me Ginobli "
Ginobili,GO!,YDG Tre,2019-11-26,NA,"Crazy Like Durkio They Say Quann Hit The EuroStep Like Ginobill Tho  TRE Hit Clutchs Shots Like Kobe Tho
My"
Ginobili,BALLIN’,Great Raheem,2017-12-18,NA,"my name in holy
I ain't shoot shots like Ginobli
But i play 2K and fade away like Kobe"
Ginobili,I Cannot,SAN VIDA,2018-03-08,NA,"this bitch like ""You know me""
Balling left hand like Ginobli
Got to get back to the old me
Rest"
